#pixelIndex	x	y	bupId	age	sex	instigator
858	58	8	2786	21	1	0
859	59	8	14204	21	1	0
860	60	8	8280	21	1	0
861	61	8	3318	21	1	0
862	62	8	4126	21	1	0
863	63	8	4106	21	1	0
864	64	8	4552	21	1	0
865	65	8	8189	21	1	0
866	66	8	2978	21	1	0
867	67	8	2310	21	1	0
868	68	8	6315	21	1	0
869	69	8	3456	21	1	0
870	70	8	16601	21	1	0
871	71	8	1655	21	1	0
872	72	8	2405	21	1	0
873	73	8	4395	21	1	0
874	74	8	7297	21	1	0
875	75	8	4832	21	1	0
876	76	8	4933	21	1	0
877	77	8	8417	21	1	0
878	78	8	2458	21	1	0
879	79	8	11814	21	1	0
880	80	8	13350	21	1	0
881	81	8	1705	21	1	0
882	82	8	3764	21	1	0
883	83	8	1891	21	1	0
884	84	8	12171	21	1	0
885	85	8	4861	21	0	2
886	86	8	5315	21	0	2
887	87	8	4643	21	0	2
888	88	8	4659	21	0	2
889	89	8	5679	21	0	2
890	90	8	5755	21	0	2
891	91	8	3507	21	0	1
892	92	8	2931	21	0	1
893	93	8	4022	21	0	1
894	94	8	3654	21	0	0
895	95	8	5739	21	0	0
896	96	8	3216	21	0	0
897	97	8	4998	21	0	0
898	98	8	5756	21	0	0
899	99	8	6215	21	0	0
900	0	9	2414	21	2	2
901	1	9	2079	21	2	2
902	2	9	754	21	2	2
903	3	9	2881	21	2	2
904	4	9	653	21	2	2
905	5	9	2415	21	2	2
906	6	9	3809	21	2	2
907	7	9	2099	21	2	2
908	8	9	9522	21	2	2
909	9	9	3151	21	2	1
910	10	9	13113	21	2	1
911	11	9	2876	21	2	1
912	12	9	3790	21	2	1
913	13	9	6730	21	2	1
914	14	9	10758	21	2	0
915	15	9	5733	21	2	0
916	16	9	14654	21	2	0
917	17	9	5188	21	2	0
918	18	9	6544	21	1	3
919	19	9	10257	21	1	3
920	20	9	18988	21	1	3
921	21	9	4394	21	1	3
922	22	9	9388	21	1	3
923	23	9	13239	21	1	3
924	24	9	2381	21	1	3
925	25	9	2281	21	1	2
