#pixelIndex	x	y	bupId	age	sex	instigator
4538	38	45	2028	17	1	2
4539	39	45	14410	17	1	2
4540	40	45	14411	17	1	2
4541	41	45	650	17	1	2
4542	42	45	9464	17	1	2
4543	43	45	3145	17	1	2
4544	44	45	9335	17	1	1
4545	45	45	1949	17	1	1
4546	46	45	1162	17	1	1
4547	47	45	12940	17	1	1
4548	48	45	15261	17	1	1
4549	49	45	15501	17	1	1
4550	50	45	7252	17	1	1
4551	51	45	14932	17	1	1
4552	52	45	17611	17	1	1
4553	53	45	9108	17	1	1
4554	54	45	14409	17	1	1
4555	55	45	8694	17	1	1
4556	56	45	6614	17	1	1
4557	57	45	1583	17	1	1
4558	58	45	13069	17	1	1
4559	59	45	6512	17	1	1
4560	60	45	9928	17	1	1
4561	61	45	9691	17	1	1
4562	62	45	15305	17	1	1
4563	63	45	15852	17	1	1
4564	64	45	17373	17	1	1
4565	65	45	18851	17	1	0
4566	66	45	18143	17	1	0
4567	67	45	12080	17	1	0
4568	68	45	12179	17	1	0
4569	69	45	13382	17	1	0
4570	70	45	8021	17	1	0
4571	71	45	18580	17	1	0
4572	72	45	6467	17	1	0
4573	73	45	5365	17	1	0
4574	74	45	16401	17	1	0
4575	75	45	10844	17	1	0
4576	76	45	19799	17	1	0
4577	77	45	10247	17	1	0
4578	78	45	16655	17	1	0
4579	79	45	10810	17	1	0
4580	80	45	15674	17	1	0
4581	81	45	18671	17	1	0
4582	82	45	8696	17	1	0
4583	83	45	11391	17	1	0
4584	84	45	9306	17	1	0
4585	85	45	17464	17	1	0
4586	86	45	509	17	1	0
4587	87	45	7523	17	1	0
4588	88	45	8185	17	1	0
4589	89	45	16364	17	1	0
4590	90	45	14577	17	1	0
4591	91	45	10140	17	1	0
4592	92	45	15677	17	1	0
4593	93	45	1669	17	0	2
4594	94	45	2553	17	0	2
4595	95	45	5938	17	0	2
4596	96	45	5474	17	0	0
4597	97	45	4935	17	0	0
4598	98	45	5583	17	0	0
4599	99	45	19758	17	0	2
4600	0	46	717	17	2	2
4601	1	46	995	17	2	2
4602	2	46	7864	17	2	2
4603	3	46	19333	17	2	2
4604	4	46	13729	17	2	2
4605	5	46	13059	17	2	2
4606	6	46	16828	17	2	2
4607	7	46	15511	17	2	2
4608	8	46	3407	17	2	2
4609	9	46	8152	17	2	1
4610	10	46	14317	17	2	1
4611	11	46	8153	17	2	1
4612	12	46	11824	17	2	1
4613	13	46	10455	17	2	1
4614	14	46	19147	17	2	1
4615	15	46	10738	17	2	0
4616	16	46	10388	17	2	0
4617	17	46	7543	17	2	0
4618	18	46	17971	17	2	0
4619	19	46	12387	17	1	2
4620	20	46	7394	17	1	2
4621	21	46	1897	17	1	2
4622	22	46	4823	17	1	2
4623	23	46	17296	17	1	2
4624	24	46	17739	17	1	2
4625	25	46	342	17	1	2
4626	26	46	6946	17	1	2
4627	27	46	12550	17	1	2
4628	28	46	10887	17	1	2
4629	29	46	17738	17	1	2
4630	30	46	14835	17	1	2
4631	31	46	2686	17	1	2
4632	32	46	13233	17	1	2
4633	33	46	440	17	1	2
4634	34	46	958	17	1	2
4635	35	46	1991	17	1	2
4636	36	46	3033	17	1	2
4637	37	46	654	17	1	2
4638	38	46	10095	17	1	2
4639	39	46	3209	17	1	2
4640	40	46	11660	17	1	2
4641	41	46	5344	17	1	2
4642	42	46	9958	17	1	2
4643	43	46	2403	17	1	1
4644	44	46	17889	17	1	1
4645	45	46	13521	17	1	1
4646	46	46	17851	17	1	1
4647	47	46	17852	17	1	1
4648	48	46	17231	17	1	1
4649	49	46	19868	17	1	1
4650	50	46	19691	17	1	1
4651	51	46	17439	17	1	1
4652	52	46	2728	17	1	1
4653	53	46	3243	17	1	1
4654	54	46	10219	17	1	1
4655	55	46	18621	17	1	1
4656	56	46	8799	17	1	1
4657	57	46	14697	17	1	1
4658	58	46	2426	17	1	1
4659	59	46	11034	17	1	1
4660	60	46	16486	17	1	1
4661	61	46	19531	17	1	0
4662	62	46	7445	17	1	0
4663	63	46	19515	17	1	0
4664	64	46	7998	17	1	0
4665	65	46	15673	17	1	0
4666	66	46	3266	17	1	0
4667	67	46	2765	17	1	0
4668	68	46	19498	17	1	0
4669	69	46	11511	17	1	0
4670	70	46	7734	17	1	0
4671	71	46	18622	17	1	0
4672	72	46	10334	17	1	0
4673	73	46	10024	17	1	0
4674	74	46	3076	17	1	0
4675	75	46	5659	17	1	0
4676	76	46	17007	17	1	0
4677	77	46	11991	17	1	0
4678	78	46	7588	17	1	0
4679	79	46	8887	17	1	0
4680	80	46	18582	17	1	0
4681	81	46	1977	17	1	0
4682	82	46	18274	17	1	0
4683	83	46	12856	17	1	0
4684	84	46	17048	17	1	0
4685	85	46	12921	17	1	0
4686	86	46	19403	17	1	0
4687	87	46	1832	17	1	0
4688	88	46	13149	17	1	0
4689	89	46	6715	17	1	0
4690	90	46	11987	17	1	0
4691	91	46	19885	17	1	0
4692	92	46	18035	17	1	0
4693	93	46	9328	17	1	0
4694	94	46	3042	17	0	2
4695	95	46	5521	17	0	2
4696	96	46	6629	17	0	1
4697	97	46	6767	17	0	1
4698	98	46	15333	17	0	0
4699	99	46	92	17	0	2
4700	0	47	17541	17	2	2
4701	1	47	11167	17	2	2
4702	2	47	483	17	2	2
4703	3	47	11222	17	2	2
4704	4	47	12569	17	2	2
4705	5	47	16710	17	2	2
4706	6	47	7223	17	2	2
4707	7	47	9009	17	2	2
4708	8	47	19596	17	2	2
4709	9	47	1066	17	2	1
4710	10	47	17120	17	2	1
4711	11	47	829	17	2	1
4712	12	47	4155	17	2	1
4713	13	47	16358	17	2	1
4714	14	47	14400	17	2	0
4715	15	47	19266	17	2	0
4716	16	47	16514	17	2	0
4717	17	47	6376	17	2	0
4718	18	47	9560	17	2	0
4719	19	47	13512	17	2	0
4720	20	47	18856	17	2	0
4721	21	47	6696	17	2	0
4722	22	47	16734	17	2	0
4723	23	47	18058	17	1	2
4724	24	47	1642	17	1	2
4725	25	47	3725	17	1	2
4726	26	47	11382	17	1	2
4727	27	47	16223	17	1	2
4728	28	47	19019	17	1	2
4729	29	47	19116	17	1	2
4730	30	47	9051	17	1	2
4731	31	47	7602	17	1	2
4732	32	47	8060	17	1	2
4733	33	47	19692	17	1	2
4734	34	47	6088	17	1	2
4735	35	47	588	17	1	2
4736	36	47	17643	17	1	2
4737	37	47	4320	17	1	2
4738	38	47	4321	17	1	2
4739	39	47	6201	17	1	2
4740	40	47	2887	17	1	2
4741	41	47	16425	17	1	2
4742	42	47	17677	17	1	2
4743	43	47	2364	17	1	2
4744	44	47	7754	17	1	1
4745	45	47	12009	17	1	1
4746	46	47	11837	17	1	1
4747	47	47	8858	17	1	1
4748	48	47	3107	17	1	1
4749	49	47	2057	17	1	1
4750	50	47	16335	17	1	1
4751	51	47	7167	17	1	1
4752	52	47	3454	17	1	1
4753	53	47	9053	17	1	1
4754	54	47	1161	17	1	1
4755	55	47	18251	17	1	1
4756	56	47	14241	17	1	1
4757	57	47	12149	17	1	0
4758	58	47	13070	17	1	0
4759	59	47	8772	17	1	0
4760	60	47	10233	17	1	0
4761	61	47	16204	17	1	0
4762	62	47	19438	17	1	0
4763	63	47	19374	17	1	0
4764	64	47	1296	17	1	0
4765	65	47	6336	17	1	0
4766	66	47	11935	17	1	0
4767	67	47	13974	17	1	0
4768	68	47	19242	17	1	0
4769	69	47	16253	17	1	0
4770	70	47	11300	17	1	0
4771	71	47	16485	17	1	0
4772	72	47	16630	17	1	0
4773	73	47	3105	17	1	0
4774	74	47	15703	17	1	0
4775	75	47	12542	17	1	0
4776	76	47	16831	17	1	0
4777	77	47	12994	17	1	0
4778	78	47	8194	17	1	0
4779	79	47	19540	17	1	0
4780	80	47	16718	17	1	0
4781	81	47	18906	17	1	0
4782	82	47	18691	17	1	0
4783	83	47	13733	17	1	0
4784	84	47	17367	17	1	0
4785	85	47	11037	17	1	0
4786	86	47	7338	17	1	0
4787	87	47	18448	17	1	0
4788	88	47	12271	17	1	0
4789	89	47	13061	17	1	0
4790	90	47	7524	17	1	0
4791	91	47	15884	17	1	0
4792	92	47	7703	17	1	0
4793	93	47	7563	17	1	0
4794	94	47	4483	17	0	2
4795	95	47	5526	17	0	2
4796	96	47	2367	17	0	2
4797	97	47	5276	17	0	1
4798	98	47	5894	17	0	1
4799	99	47	6083	17	0	0
4800	0	48	6823	17	2	2
4801	1	48	10119	17	2	2
4802	2	48	16259	17	2	2
4803	3	48	11185	17	2	2
4804	4	48	11740	17	2	2
4805	5	48	9737	17	2	1
4806	6	48	8596	17	2	1
4807	7	48	13789	17	2	1
4808	8	48	17803	17	2	1
4809	9	48	11776	17	2	1
4810	10	48	17300	17	2	1
4811	11	48	9229	17	2	1
4812	12	48	3480	17	2	1
4813	13	48	11585	17	2	0
4814	14	48	6518	17	2	0
4815	15	48	19641	17	2	0
4816	16	48	9683	17	2	0
4817	17	48	11302	17	2	0
4818	18	48	11820	17	2	0
4819	19	48	14186	17	2	0
4820	20	48	2560	17	1	3
4821	21	48	502	17	1	2
4822	22	48	12402	17	1	2
4823	23	48	2648	17	1	2
4824	24	48	18537	17	1	2
4825	25	48	3177	17	1	2
4826	26	48	5117	17	1	2
4827	27	48	14030	17	1	2
4828	28	48	6237	17	1	2
4829	29	48	1576	17	1	2
4830	30	48	344	17	1	2
4831	31	48	772	17	1	2
4832	32	48	4014	17	1	2
4833	33	48	18947	17	1	2
4834	34	48	7665	17	1	2
4835	35	48	2092	17	1	2
4836	36	48	7564	17	1	2
4837	37	48	9189	17	1	1
4838	38	48	14687	17	1	1
4839	39	48	1737	17	1	1
4840	40	48	16679	17	1	1
4841	41	48	11114	17	1	1
4842	42	48	11115	17	1	1
4843	43	48	15280	17	1	1
4844	44	48	8987	17	1	1
4845	45	48	7498	17	1	1
4846	46	48	1815	17	1	1
4847	47	48	19693	17	1	1
4848	48	48	5613	17	1	1
4849	49	48	13335	17	1	1
4850	50	48	6870	17	1	1
4851	51	48	18456	17	1	1
4852	52	48	18618	17	1	1
4853	53	48	6063	17	1	1
4854	54	48	12809	17	1	1
4855	55	48	15630	17	1	1
4856	56	48	13709	17	1	1
4857	57	48	2883	17	1	1
4858	58	48	3104	17	1	1
4859	59	48	14839	17	1	1
4860	60	48	942	17	1	1
4861	61	48	7317	17	1	1
4862	62	48	15583	17	1	1
4863	63	48	4449	17	1	1
4864	64	48	16754	17	1	1
4865	65	48	13708	17	1	1
4866	66	48	16489	17	1	1
4867	67	48	15361	17	1	1
4868	68	48	17505	17	1	0
4869	69	48	17576	17	1	0
4870	70	48	12509	17	1	0
4871	71	48	18829	17	1	0
4872	72	48	11669	17	1	0
4873	73	48	2942	17	1	0
4874	74	48	14915	17	1	0
4875	75	48	3981	17	1	0
4876	76	48	3050	17	1	0
4877	77	48	12200	17	1	0
4878	78	48	12169	17	1	0
4879	79	48	7536	17	1	0
4880	80	48	17377	17	1	0
4881	81	48	9877	17	1	0
4882	82	48	7962	17	1	0
4883	83	48	19510	17	1	0
4884	84	48	4256	17	1	0
4885	85	48	9179	17	1	0
4886	86	48	6211	17	1	0
4887	87	48	9967	17	1	0
4888	88	48	7265	17	1	0
4889	89	48	8347	17	1	0
4890	90	48	9654	17	1	0
4891	91	48	2371	17	1	0
4892	92	48	6186	17	0	2
4893	93	48	4026	17	0	2
4894	94	48	6154	17	0	1
4895	95	48	6570	17	0	1
4896	96	48	11116	17	0	0
4897	97	48	5765	17	0	0
4898	98	48	5085	17	0	0
4899	99	48	8129	17	0	2
4900	0	49	899	17	2	2
4901	1	49	9916	17	2	2
4902	2	49	14147	17	2	2
4903	3	49	17039	17	2	2
4904	4	49	11188	17	2	1
4905	5	49	7450	17	2	1
4906	6	49	17266	17	2	1
4907	7	49	15989	17	2	1
4908	8	49	10104	17	2	1
4909	9	49	19957	17	2	1
4910	10	49	16822	17	2	1
4911	11	49	10410	17	2	1
4912	12	49	19225	17	2	1
4913	13	49	1656	17	2	1
4914	14	49	2546	17	2	1
4915	15	49	11828	17	2	0
4916	16	49	7458	17	2	0
4917	17	49	7827	17	2	0
4918	18	49	19391	17	2	0
4919	19	49	8633	17	2	0
4920	20	49	7215	17	2	0
4921	21	49	13997	17	2	0
4922	22	49	8495	17	2	0
4923	23	49	9661	17	2	0
4924	24	49	13457	17	2	0
4925	25	49	7157	17	2	0
4926	26	49	615	17	1	2
4927	27	49	10211	17	1	2
4928	28	49	10212	17	1	2
4929	29	49	4440	17	1	2
4930	30	49	51	17	1	2
4931	31	49	8833	17	1	2
4932	32	49	3710	17	1	2
4933	33	49	747	17	1	2
4934	34	49	6306	17	1	2
4935	35	49	13607	17	1	2
4936	36	49	1825	17	1	2
4937	37	49	9956	17	1	2
4938	38	49	2502	17	1	2
4939	39	49	13972	17	1	2
4940	40	49	3916	17	1	2
4941	41	49	4299	17	1	2
4942	42	49	12848	17	1	2
4943	43	49	3599	17	1	2
4944	44	49	3600	17	1	2
4945	45	49	15033	17	1	2
4946	46	49	2380	17	1	2
4947	47	49	17258	17	1	1
4948	48	49	8870	17	1	1
4949	49	49	6681	17	1	1
4950	50	49	9975	17	1	1
4951	51	49	7429	17	1	1
4952	52	49	8000	17	1	1
4953	53	49	17378	17	1	1
4954	54	49	18037	17	1	1
4955	55	49	11043	17	1	1
4956	56	49	10834	17	1	1
4957	57	49	4951	17	1	1
4958	58	49	7803	17	1	1
4959	59	49	905	17	1	1
4960	60	49	15807	17	1	1
4961	61	49	15456	17	1	1
4962	62	49	9349	17	1	1
4963	63	49	3587	17	1	1
4964	64	49	10458	17	1	0
4965	65	49	2428	17	1	0
4966	66	49	8200	17	1	0
4967	67	49	17129	17	1	0
4968	68	49	14117	17	1	0
4969	69	49	11042	17	1	0
4970	70	49	2660	17	1	0
4971	71	49	5218	17	1	0
4972	72	49	16727	17	1	0
4973	73	49	11001	17	1	0
4974	74	49	16488	17	1	0
4975	75	49	11322	17	1	0
4976	76	49	15080	17	1	0
4977	77	49	15314	17	1	0
4978	78	49	15299	17	1	0
4979	79	49	18106	17	1	0
4980	80	49	15522	17	1	0
4981	81	49	8964	17	1	0
4982	82	49	13089	17	1	0
4983	83	49	18800	17	1	0
4984	84	49	12027	17	1	0
4985	85	49	9610	17	1	0
4986	86	49	15364	17	1	0
4987	87	49	16329	17	1	0
4988	88	49	1755	17	1	0
4989	89	49	11369	17	1	0
4990	90	49	2802	17	1	0
4991	91	49	7763	17	1	0
4992	92	49	4609	17	0	2
4993	93	49	4450	17	0	2
4994	94	49	9066	17	0	2
4995	95	49	6076	17	0	1
4996	96	49	6097	17	0	0
4997	97	49	5248	17	0	0
4998	98	49	6176	17	0	0
4999	99	49	3686	17	0	1
5000	0	50	14130	17	2	2
5001	1	50	11902	17	2	2
5002	2	50	14848	17	2	2
5003	3	50	10728	17	2	2
5004	4	50	605	17	2	2
5005	5	50	7459	17	2	2
5006	6	50	7235	17	2	2
5007	7	50	10205	17	2	1
5008	8	50	10546	17	2	1
5009	9	50	1134	17	2	1
5010	10	50	12863	17	2	1
5011	11	50	14053	17	2	1
5012	12	50	15187	17	2	1
5013	13	50	15202	17	2	0
5014	14	50	19824	17	2	0
5015	15	50	11792	17	2	0
5016	16	50	5622	17	2	0
5017	17	50	9061	17	2	0
5018	18	50	6382	17	2	0
5019	19	50	8654	17	1	3
5020	20	50	11305	17	1	2
5021	21	50	12127	17	1	2
5022	22	50	3506	17	1	2
5023	23	50	11915	17	1	2
5024	24	50	15997	17	1	2
5025	25	50	10175	17	1	2
5026	26	50	3044	17	1	2
5027	27	50	369	17	1	2
5028	28	50	5375	17	1	2
5029	29	50	5376	17	1	2
5030	30	50	5377	17	1	2
5031	31	50	7801	17	1	2
5032	32	50	15257	17	1	2
5033	33	50	15104	17	1	2
5034	34	50	3043	17	1	2
5035	35	50	12939	17	1	2
5036	36	50	2536	17	1	2
5037	37	50	9119	17	1	2
5038	38	50	17900	17	1	2
5039	39	50	3708	17	1	2
5040	40	50	17085	17	1	2
5041	41	50	594	17	1	2
5042	42	50	6915	17	1	1
5043	43	50	19650	17	1	1
5044	44	50	17674	17	1	1
5045	45	50	6478	17	1	1
5046	46	50	10621	17	1	1
5047	47	50	8312	17	1	1
5048	48	50	10606	17	1	1
5049	49	50	18918	17	1	1
5050	50	50	10526	17	1	1
5051	51	50	17513	17	1	1
5052	52	50	16560	17	1	1
5053	53	50	14021	17	1	1
5054	54	50	12783	17	1	1
5055	55	50	8993	17	1	1
5056	56	50	11237	17	1	1
5057	57	50	14028	17	1	1
5058	58	50	12031	17	1	1
5059	59	50	17269	17	1	1
5060	60	50	3344	17	1	1
5061	61	50	1677	17	1	0
5062	62	50	8292	17	1	0
5063	63	50	19227	17	1	0
5064	64	50	6818	17	1	0
5065	65	50	2388	17	1	0
5066	66	50	6330	17	1	0
5067	67	50	15993	17	1	0
5068	68	50	13826	17	1	0
5069	69	50	4574	17	1	0
5070	70	50	2071	17	1	0
5071	71	50	7802	17	1	0
5072	72	50	13522	17	1	0
5073	73	50	7861	17	1	0
5074	74	50	16609	17	1	0
5075	75	50	5856	17	1	0
5076	76	50	11698	17	1	0
5077	77	50	9643	17	1	0
5078	78	50	1644	17	1	0
5079	79	50	10905	17	1	0
5080	80	50	12529	17	1	0
5081	81	50	16496	17	1	0
5082	82	50	8904	17	1	0
5083	83	50	12575	17	1	0
5084	84	50	15050	17	1	0
5085	85	50	5405	17	1	0
5086	86	50	13403	17	1	0
5087	87	50	18919	17	1	0
5088	88	50	3541	17	1	0
5089	89	50	19185	17	1	0
5090	90	50	11104	17	1	0
5091	91	50	6603	17	1	0
5092	92	50	6174	17	0	2
5093	93	50	3277	17	0	2
5094	94	50	2492	17	0	1
5095	95	50	6249	17	0	0
5096	96	50	5802	17	0	0
5097	97	50	5095	17	0	0
5098	98	50	14441	17	0	0
5099	99	50	14974	17	0	0
5100	0	51	10109	17	2	2
5101	1	51	743	17	2	2
5102	2	51	3027	17	2	2
5103	3	51	8920	16	2	2
5104	4	51	17267	16	2	2
5105	5	51	8025	17	2	1
5106	6	51	3813	17	2	1
5107	7	51	1703	16	2	1
5108	8	51	13039	17	2	0
5109	9	51	10402	16	2	0
5110	10	51	1694	16	2	0
5111	11	51	3733	16	2	0
5112	12	51	11894	16	2	0
5113	13	51	4979	16	2	0
5114	14	51	1926	16	2	0
5115	15	51	12622	16	2	0
5116	16	51	3744	16	2	0
5117	17	51	8233	17	1	2
5118	18	51	3001	17	1	2
5119	19	51	2967	17	1	2
5120	20	51	8470	17	1	2
5121	21	51	13380	17	1	2
5122	22	51	16637	17	1	2
5123	23	51	10800	17	1	2
5124	24	51	223	16	1	2
5125	25	51	18243	16	1	2
5126	26	51	3635	16	1	2
5127	27	51	13042	16	1	2
5128	28	51	2316	16	1	2
5129	29	51	7305	16	1	2
5130	30	51	23	16	1	2
5131	31	51	6062	16	1	2
5132	32	51	8934	16	1	2
5133	33	51	6214	16	1	2
5134	34	51	4794	16	1	2
5135	35	51	9841	16	1	2
5136	36	51	12730	16	1	2
5137	37	51	4793	16	1	2
5138	38	51	788	16	1	2
5139	39	51	10323	16	1	2
5140	40	51	5	16	1	2
5141	41	51	9387	16	1	2
5142	42	51	12478	16	1	2
5143	43	51	12479	16	1	2
5144	44	51	9699	16	1	2
5145	45	51	9768	17	1	1
5146	46	51	19946	17	1	1
5147	47	51	10522	17	1	1
5148	48	51	14418	17	1	1
5149	49	51	7875	17	1	1
5150	50	51	7920	17	1	1
5151	51	51	15145	17	1	1
5152	52	51	14567	17	1	1
5153	53	51	14568	17	1	1
5154	54	51	13112	17	1	1
5155	55	51	17482	16	1	1
5156	56	51	19361	16	1	1
5157	57	51	4082	16	1	1
5158	58	51	9621	16	1	1
5159	59	51	16336	16	1	1
5160	60	51	15283	16	1	1
5161	61	51	5926	16	1	1
5162	62	51	19768	16	1	1
5163	63	51	10478	17	1	0
5164	64	51	11360	17	1	0
5165	65	51	12482	17	1	0
5166	66	51	12314	17	1	0
5167	67	51	15924	17	1	0
5168	68	51	9258	17	1	0
5169	69	51	8742	16	1	0
5170	70	51	15981	16	1	0
5171	71	51	10727	16	1	0
5172	72	51	9481	16	1	0
5173	73	51	18705	16	1	0
5174	74	51	12300	16	1	0
5175	75	51	12608	16	1	0
5176	76	51	2305	16	1	0
5177	77	51	19819	16	1	0
5178	78	51	13611	16	1	0
5179	79	51	325	16	1	0
5180	80	51	18376	16	1	0
5181	81	51	18928	16	1	0
5182	82	51	18109	16	1	0
5183	83	51	6017	16	1	0
5184	84	51	14285	16	1	0
5185	85	51	13090	16	1	0
5186	86	51	186	16	0	2
5187	87	51	4748	16	0	2
5188	88	51	4749	16	0	2
5189	89	51	5502	16	0	2
5190	90	51	2696	16	0	2
5191	91	51	6093	16	0	1
5192	92	51	863	16	0	1
5193	93	51	3690	16	0	1
5194	94	51	5131	17	0	0
5195	95	51	14893	16	0	0
5196	96	51	4003	16	0	0
5197	97	51	3305	16	0	0
5198	98	51	5171	16	0	0
5199	99	51	4596	16	0	2
5200	0	52	8273	16	2	3
5201	1	52	7471	16	2	2
5202	2	52	12772	16	2	2
5203	3	52	16550	16	2	2
5204	4	52	1770	16	2	1
5205	5	52	1771	16	2	1
5206	6	52	15041	16	2	1
5207	7	52	10941	16	2	1
5208	8	52	16606	16	2	1
5209	9	52	6843	16	2	1
5210	10	52	17196	16	2	0
5211	11	52	14291	16	2	0
5212	12	52	14292	16	2	0
5213	13	52	8823	16	2	0
5214	14	52	11806	16	2	0
5215	15	52	13619	16	2	0
5216	16	52	16042	16	2	0
5217	17	52	18147	16	2	0
5218	18	52	13071	16	1	3
5219	19	52	9570	16	1	3
5220	20	52	10579	16	1	3
5221	21	52	612	16	1	2
5222	22	52	454	16	1	2
5223	23	52	15099	16	1	2
5224	24	52	5024	16	1	2
5225	25	52	606	16	1	2
5226	26	52	4656	16	1	2
5227	27	52	1180	16	1	2
5228	28	52	3776	16	1	2
5229	29	52	15816	16	1	2
5230	30	52	12586	16	1	2
5231	31	52	781	16	1	2
5232	32	52	17998	16	1	2
5233	33	52	17746	16	1	2
5234	34	52	4288	16	1	2
5235	35	52	4866	16	1	2
5236	36	52	124	16	1	2
5237	37	52	3164	16	1	2
5238	38	52	384	16	1	2
5239	39	52	8282	16	1	2
5240	40	52	403	16	1	2
5241	41	52	431	16	1	2
5242	42	52	4107	16	1	1
5243	43	52	4030	16	1	1
5244	44	52	12029	16	1	1
5245	45	52	5040	16	1	1
5246	46	52	1119	16	1	1
5247	47	52	3369	16	1	1
5248	48	52	13959	16	1	1
5249	49	52	20003	16	1	1
5250	50	52	11100	16	1	1
5251	51	52	1803	16	1	1
5252	52	52	17870	16	1	1
5253	53	52	14421	16	1	1
5254	54	52	13543	16	1	1
5255	55	52	945	16	1	1
5256	56	52	1005	16	1	1
5257	57	52	13105	16	1	0
5258	58	52	1724	16	1	0
5259	59	52	18572	16	1	0
5260	60	52	18631	16	1	0
5261	61	52	19037	16	1	0
5262	62	52	4130	16	1	0
5263	63	52	3222	16	1	0
5264	64	52	3653	16	1	0
5265	65	52	15030	16	1	0
5266	66	52	9103	16	1	0
5267	67	52	17587	16	1	0
5268	68	52	9868	16	1	0
5269	69	52	19237	16	1	0
5270	70	52	8943	16	1	0
5271	71	52	7134	16	1	0
5272	72	52	8537	16	1	0
5273	73	52	10031	16	1	0
5274	74	52	8326	16	1	0
5275	75	52	11026	16	1	0
5276	76	52	12191	16	1	0
5277	77	52	19414	16	1	0
5278	78	52	18150	16	1	0
5279	79	52	16019	16	1	0
5280	80	52	19528	16	1	0
5281	81	52	16925	16	1	0
5282	82	52	6482	16	1	0
5283	83	52	3079	16	1	0
5284	84	52	15970	16	1	0
5285	85	52	11736	16	1	0
5286	86	52	12242	16	1	0
5287	87	52	7176	16	1	0
5288	88	52	19236	16	1	0
5289	89	52	8491	16	1	0
5290	90	52	11903	16	1	0
5291	91	52	12960	16	1	0
5292	92	52	16341	16	1	0
5293	93	52	4959	16	0	2
5294	94	52	6178	16	0	1
5295	95	52	13109	16	0	0
5296	96	52	4283	16	0	0
5297	97	52	5851	16	0	0
5298	98	52	4105	16	0	0
5299	99	52	6072	16	0	0
5300	0	53	7530	16	2	2
5301	1	53	10541	16	2	2
5302	2	53	19084	16	2	2
5303	3	53	11795	16	2	2
5304	4	53	57	16	2	2
5305	5	53	58	16	2	2
5306	6	53	14356	16	2	2
5307	7	53	8430	16	2	2
5308	8	53	9368	16	2	2
5309	9	53	16296	16	2	2
5310	10	53	6781	16	2	1
5311	11	53	13241	16	2	1
5312	12	53	3295	16	2	0
5313	13	53	10649	16	2	0
5314	14	53	15337	16	2	0
5315	15	53	14247	16	2	0
5316	16	53	13279	16	2	0
5317	17	53	17205	16	2	0
5318	18	53	19852	16	2	0
5319	19	53	11980	16	1	3
5320	20	53	12903	16	1	3
5321	21	53	9740	16	1	3
5322	22	53	16318	16	1	3
5323	23	53	12613	16	1	3
5324	24	53	5092	16	1	2
5325	25	53	16791	16	1	2
5326	26	53	8574	16	1	2
5327	27	53	411	16	1	2
5328	28	53	235	16	1	2
5329	29	53	2874	16	1	2
5330	30	53	6847	16	1	2
5331	31	53	264	16	1	2
5332	32	53	17516	16	1	2
5333	33	53	6246	16	1	2
5334	34	53	2082	16	1	2
5335	35	53	15411	16	1	2
5336	36	53	185	16	1	2
5337	37	53	273	16	1	2
5338	38	53	1915	16	1	2
5339	39	53	12985	16	1	2
5340	40	53	7654	16	1	1
5341	41	53	15625	16	1	1
5342	42	53	14347	16	1	1
5343	43	53	18613	16	1	1
5344	44	53	19624	16	1	1
5345	45	53	18603	16	1	1
5346	46	53	4895	16	1	1
5347	47	53	14851	16	1	1
5348	48	53	3200	16	1	1
5349	49	53	8608	16	1	1
5350	50	53	13261	16	1	1
5351	51	53	4654	16	1	1
5352	52	53	7956	16	1	1
5353	53	53	14946	16	1	1
5354	54	53	17288	16	1	1
5355	55	53	19233	16	1	1
5356	56	53	19577	16	1	1
5357	57	53	3264	16	1	1
5358	58	53	13166	16	1	1
5359	59	53	19788	16	1	1
5360	60	53	5395	16	1	1
5361	61	53	2522	16	1	1
5362	62	53	15162	16	1	0
5363	63	53	10889	16	1	0
5364	64	53	8505	16	1	0
5365	65	53	15234	16	1	0
5366	66	53	18123	16	1	0
5367	67	53	4628	16	1	0
5368	68	53	6892	16	1	0
5369	69	53	9764	16	1	0
5370	70	53	16029	16	1	0
5371	71	53	16423	16	1	0
5372	72	53	19571	16	1	0
5373	73	53	15883	16	1	0
5374	74	53	8820	16	1	0
5375	75	53	10385	16	1	0
5376	76	53	7470	16	1	0
5377	77	53	3557	16	1	0
5378	78	53	9011	16	1	0
5379	79	53	18710	16	1	0
5380	80	53	1912	16	1	0
5381	81	53	14337	16	1	0
5382	82	53	15370	16	1	0
5383	83	53	7292	16	1	0
5384	84	53	10799	16	1	0
5385	85	53	3435	16	1	0
5386	86	53	11244	16	1	0
5387	87	53	1824	16	1	0
5388	88	53	19140	16	1	0
5389	89	53	16323	16	1	0
5390	90	53	6613	16	1	0
5391	91	53	4336	16	0	2
5392	92	53	2875	16	0	2
5393	93	53	5423	16	0	2
5394	94	53	5356	16	0	1
5395	95	53	3621	16	0	0
5396	96	53	6208	16	0	0
5397	97	53	2721	16	0	0
5398	98	53	4575	16	0	0
5399	99	53	5012	16	0	0
5400	0	54	29	16	2	2
5401	1	54	534	16	2	2
5402	2	54	14704	16	2	2
5403	3	54	12278	16	2	2
5404	4	54	8438	16	2	2
5405	5	54	803	16	2	2
5406	6	54	567	16	2	2
5407	7	54	11588	16	2	2
5408	8	54	16155	16	2	1
5409	9	54	7437	16	2	1
5410	10	54	1182	16	2	1
5411	11	54	8404	16	2	1
5412	12	54	16226	16	2	0
5413	13	54	18078	16	2	0
